縣市,海岸線,左下X,左下Y,右上X,右上Y
澎湖縣,菓葉1,119.68115329742,23.578560609206,119.68141078949,23.582021819017
澎湖縣,風櫃4,119.55103397369,23.538601978221,119.55509284394,23.540805866833
澎湖縣,風櫃1,119.54118490219,23.537943577775,119.54266548157,23.538848500637
澎湖縣,山水,119.58852052689,23.511737459777,119.59252176204,23.512858999608
澎湖縣,後寮,119.57107543945,23.671656947175,119.57160906372,23.671891771297
澎湖縣,五德2,119.58530187607,23.529253050523,119.58724379539,23.530625277201
澎湖縣,赤崁牛罩尾,119.60409879684,23.662803307894,119.60844397545,23.663923557318
澎湖縣,紅羅2,119.63888168335,23.589317592988,119.64066267014,23.5903598133
澎湖縣,澎管處,119.54066991806,23.640022821735,119.54195737839,23.640730472018
澎湖縣,奎壁山沙灘(澎管處),119.67214107513,23.596750605873,119.67282772064,23.598068053632
澎湖縣,東石1,119.62458014488,23.590055013877,119.62532043457,23.591116892676
澎湖縣,坪仔頭,119.58464741707,23.577950954843,119.58654642105,23.578639274079
澎湖縣,白坑1,119.6567773819,23.603514674807,119.65737819672,23.605402259684
澎湖縣,瓦硐三十人公,119.57134923457,23.662259918442,119.57623330094,23.662538220695
澎湖縣,五德1,119.5875120163,23.529838338921,119.58822011948,23.530418706358
澎湖縣,龍門後灣,119.68583750092,23.561902260804,119.68784809113,23.563364158939
澎湖縣,中屯2,119.60849761963,23.620531450158,119.61028933525,23.621239205777
澎湖縣,沙港1,119.62392032146,23.607874758136,119.62446212769,23.608135277126
澎湖縣,湖東,119.66175556183,23.589238934515,119.66394424438,23.590005852613
澎湖縣,橫礁,119.53042539264,23.630561770193,119.53408241272,23.633024740755
澎湖縣,小門2,119.51627254486,23.652376666543,119.51699137688,23.652592873012
澎湖縣,講美,119.59909915924,23.633681803331,119.60303971846,23.636150334386
澎湖縣,重光碼頭,119.56995427608,23.584892980624,119.57099497318,23.585576347164
澎湖縣,紅羅1,119.64021205902,23.597812430475,119.64104890823,23.598539971999
澎湖縣,岐頭碼頭,119.61120128632,23.652759941402,119.61218833923,23.653310282825
澎湖縣,網垵口沙灘,119.50270922085,23.35391858497,119.50655221939,23.356036288549
澎湖縣,紅羅5,119.64330196381,23.588373688202,119.64388132095,23.588540838503
澎湖縣,和界1,119.53227857489,23.638489566331,119.53695774078,23.639118596362
澎湖縣,光榮海堤,119.56519603729,23.575826975596,119.56740617752,23.579681579194
澎湖縣,風櫃2,119.54401731491,23.546087659382,119.54537987709,23.546608942116
澎湖縣,中屯1,119.60401296616,23.619342018911,119.60545063019,23.620128420945
澎湖縣,二崁1,119.51972723007,23.607604407693,119.52172279358,23.611123835298
澎湖縣,紅羅3,119.63973999023,23.586800498471,119.64049100876,23.587508436184
澎湖縣,北海遊客中心(澎管處),119.59957122803,23.669288085286,119.60285735937,23.672217035152
澎湖縣,帆船館後方,119.56225633621,23.571618248557,119.56341505051,23.571893589964
澎湖縣,瓦硐涼亭,119.58212614059,23.655216804851,119.58311319351,23.656464873808
澎湖縣,西衛活動中心,119.58272695541,23.581363016227,119.58333849907,23.583241087098
澎湖縣,中西,119.61296081543,23.602020317509,119.61424827576,23.603436024848
澎湖縣,中屯(澎管所),119.60557937622,23.620688729515,119.60697412491,23.62209440538
澎湖縣,綠蠵龜館前,119.50788530549,23.364718063781,119.51194882393,23.366181097294
澎湖縣,漁翁島,119.53921079636,23.639885222624,119.54030513763,23.640396304305
澎湖縣,南寮,119.67499494553,23.590552103769,119.67743991935,23.594371301017
澎湖縣,竹灣2,119.51938390732,23.615148238565,119.52160294437,23.619086437234
澎湖縣,大果葉,119.51236724853,23.591166053523,119.51333284378,23.593014488017
澎湖縣,風櫃5,119.54946756363,23.537235372932,119.55015420914,23.538917353209
澎湖縣,和界2,119.52513456345,23.640494589015,119.52773094177,23.642381641132
澎湖縣,岐頭加壓站,119.60963487625,23.65335942034,119.61104035377,23.654410958726
澎湖縣,牛心灣,119.51228141785,23.573388290384,119.51477050781,23.576377640182
澎湖縣,白坑2,119.65613365173,23.596975172294,119.65947816367,23.600172009925
澎湖縣,沙港2,119.62725162506,23.607142352918,119.62750911713,23.607663393291
澎湖縣,成功,119.62371110916,23.580251893584,119.62448358536,23.580330557443
澎湖縣,時裡2,119.57029223442,23.523631198289,119.57079648972,23.52404436096
澎湖縣,紅羅4,119.64102745056,23.58739044683,119.64231491089,23.587803409104
澎湖縣,風櫃3,119.55078721046,23.543707436486,119.55126464367,23.544199221608
澎湖縣,尖山至林投沙灘,119.65452489805,23.560723701498,119.65938847625,23.561036834327
澎湖縣,東石2,119.62598562241,23.58398837484,119.62635040283,23.584971641702
澎湖縣,五德3,119.58273768425,23.531913878471,119.58495855331,23.532710640882
澎湖縣,小門1,119.51883673668,23.647580722098,119.51960921287,23.647934527284
澎湖縣,二崁2,119.52150821686,23.604950028282,119.52292442322,23.607014550246
澎湖縣,青灣,119.55637693405,23.526493798727,119.56073383169,23.527634886699
澎湖縣,時裡1,119.56797480583,23.524605079652,119.56963777542,23.525362537953
澎湖縣,城前,119.59379911423,23.624197976053,119.5965886116,23.624669800351
澎湖縣,竹灣1,119.51963311576,23.621425973983,119.52058553696,23.623329541178
澎湖縣,鎖港,119.60517168045,23.52213593207,119.60880875588,23.52405419815
澎湖縣,赤馬港,119.51229214668,23.57654480576,119.51282858849,23.579258758305
澎湖縣,菓葉2,119.68015551567,23.572306600992,119.68152880669,23.575109141508
澎湖縣,紅羅垃圾場,119.63379621506,23.596121372422,119.6351480484,23.596829259841
澎湖縣,沙港3,119.6301805973,23.605244961982,119.63063120842,23.60600195544
宜蘭縣,壯圍鄉大福村大福地段海岸,121.82009099254,24.802747119404,121.82069778442,24.807226729423
宜蘭縣,蘇澳鎮豆腐岬海灘及進出道路,121.87219619751,24.58360738049,121.87399864197,24.585256188149
宜蘭縣,蘇澳鎮無尾港海灘及進出道路,121.84554576874,24.629440207831,121.85036814495,24.630282678941
宜蘭縣,頭城鎮外澳海灘及進出道路。,121.84496891614,24.879527556166,121.8476486206,24.883322020927
宜蘭縣,蘇澳鎮大坑罟海灘及進出道路,121.84648990631,24.629213345159,121.85133467513,24.629892571002
宜蘭縣,蘇澳鎮內埤海灘及進出道路,121.87122978572,24.577419029842,121.87511444092,24.578582773588
宜蘭縣,頭城鎮大溪蜜月灣海灘及進出道路,121.89206969879,24.938427921816,121.89584255219,24.940732428174
宜蘭縣,竹安河口南側海灘及進出道路。,121.82226995821,24.818268330327,121.82322567251,24.82269716837
宜蘭縣,大福海灘,121.82144013226,24.811967437162,121.82194232941,24.815251263964
宜蘭縣,五結鄉利澤段海灘及進出道路,121.83691978455,24.689681893786,121.83710838848,24.692880913777
宜蘭縣,蘇澳鎮粉鳥林海灘及進出道路,121.8410718441,24.497458737684,121.84351801872,24.498248946532
宜蘭縣,壯圍鄉東港村東港地段海岸,121.82497130601,24.73125595488,121.82629288778,24.735589227207
宜蘭縣,永鎮廟後至公館紅葉路前海灘,121.81829452515,24.759259148608,121.81884344405,24.76374498075
宜蘭縣,五結鄉利澤段埤仔尾海灘及進出道路,121.84138298035,24.651871820646,121.84270021157,24.656222123081
宜蘭縣,頂寮海灘及進出道路,121.84515953064,24.640303401942,121.84680343302,24.644559791479
宜蘭縣,蘇澳鎮朝陽海灘及進出道路,121.80863857269,24.460744416098,121.81334180355,24.461877252075
宜蘭縣,五結鄉利澤段海灘及進出道路-2,121.83880805969,24.663966342439,121.83978830979,24.668390350949
宜蘭縣,頭城鎮烏石港海灘及進出道路。,121.83310031891,24.859142842471,121.83670520783,24.861207027312
宜蘭縣,頭城鎮竹安河口北側海灘及進出道路。,121.83093790108,24.852088940287,121.83305740356,24.856144940675
宜蘭縣,五結鄉季水段加禮宛海灘及進出道路,121.8364906311,24.686966773548,121.83672362316,24.691475520699
花蓮縣,花蓮溪出海口,121.60914795606,23.92936532866,121.61107778549,23.933476140868
花蓮縣,七星潭至德燕漁場,121.62352323532,24.03697965799,121.62563437177,24.041055534736
花蓮縣,德燕漁場,121.62158525206,24.041114323622,121.62350177765,24.045271372107
花蓮縣,花蓮市北濱公園,121.6168800811,23.974945369491,121.62060160081,23.977596154682
花蓮縣,壽豐鄉鹽寮海岸,121.60146474838,23.876949575466,121.60146750202,23.876956329143
花蓮縣,新城鄉康樂安檢站前,121.61549211516,24.075926313229,121.61549270153,24.07593221062
花蓮縣,花蓮市南濱公園,121.60690426826,23.959847328239,121.60892146105,23.963943865815
花蓮縣,奇萊鼻至東防波堤,121.64324820042,24.014478783106,121.64511836743,24.018650111281
花蓮縣,新城鄉七星潭賞星廣場,121.63762720993,24.022050617204,121.63763165474,24.022054582952
花蓮縣,順安漁場南岸,121.63959503174,24.111556712652,121.63968014758,24.111606097091
花蓮縣,秀林鄉崇德海巡分哨,121.65785543024,24.17463587714,121.65785551071,24.174637566169
花蓮縣,吉安鄉七腳川溪出海口,121.60627126694,23.955106859149,121.6069149971,23.959567904383
臺東縣,香蘭段,120.99554959986,22.577160843334,120.99947214118,22.579829156592
臺東縣,大鳥段,120.91294642165,22.378391862614,120.9139835834,22.382803071117
臺東縣,黑森林段,121.17430646538,22.758523531793,121.1754238605,22.762910961838
臺東縣,知本橋段,121.06777225729,22.687022510002,121.07053995123,22.690736351722
臺東縣,滿洲鄉九棚港仔海灘,120.88756998518,22.114919171898,120.88890421864,22.119260531304
臺東縣,紅頭部落地標旁沙灘,121.55653238297,22.022108839466,121.55829191208,22.023202900958
臺東縣,金崙橋段,120.9649612471,22.518516644266,120.96672360552,22.5227249879
臺東縣,尚武村段,120.89309290427,22.332437962772,120.89527368536,22.336472002677
臺東縣,中寮港澳旁左側海灘區域,121.46977901459,22.676856950504,121.47304058075,22.678015179096
臺東縣,野銀港澳旁左側沙灘,121.56756699085,22.042173577745,121.56786203384,22.04292936856
臺東縣,大武村段,120.90177558715,22.350073645134,120.9033087661,22.354357628623
臺東縣,荒野段,121.02959752078,22.661725385288,121.03239879142,22.664521128856
臺東縣,大溪段,120.9536126738,22.485257438238,120.95415234561,22.489744877285
臺東縣,豐里二號橋段,121.10264062872,22.70625620959,121.10674144762,22.708688485721
臺東縣,利嘉溪出海口段,121.08905509871,22.701715569158,121.09319619726,22.704064035401
臺東縣,多良橋段,120.95835804935,22.502971654022,120.95973134036,22.507190458041
臺東縣,大溪明隧道段,120.94665571899,22.458313119759,120.94737172122,22.462779199562
臺東縣,富岡段,121.18726645823,22.791004780615,121.19164586063,22.792112587292
臺東縣,豐谷南路段,121.13992248283,22.731897874832,121.1434090137,22.735048847403
臺東縣,復興橋段,121.00893960144,22.592433187554,121.00925564761,22.59692107638
臺東縣,海濱公園段,121.14323735233,22.735207170917,121.14426456239,22.735972030426
臺東縣,新吉村段,121.01781934485,22.637796028848,121.01925989955,22.642109071678
臺東縣,石朗浮潛區至南寮海堤,121.47382378578,22.654096269377,121.4745426178,22.656779434167
臺東縣,加津林段,120.92570818668,22.410398575592,120.92763066287,22.414545142359
臺東縣,松子間段,120.96848607059,22.527329436706,120.96914375454,22.52923568878
臺東縣,太麻里橋段,121.01040757584,22.606795846992,121.01085758543,22.611292065775
臺東縣,野銀港澳旁右側沙灘,121.5680873394,22.03979181581,121.5692460537,22.040000656665
臺東縣,南寮堤防周邊海灘區域,121.4716565609,22.661165454068,121.47268116474,22.662947544002
桃園市,永安漁港南岸第4段,120.98487854004,24.938422957271,120.98701477012,24.941302878702
桃園市,觀塘至大堀溪,121.07677514392,25.04823466657,121.0808801651,25.050496630394
桃園市,永安漁港北岸第2段,121.01513385773,24.977888976032,121.01527840295,24.978622922161
桃園市,小飯壢溪至觀塘,121.0504341897,25.036650759482,121.05404693601,25.039539789402
桃園市,大堀溪至富林溪,121.08544750871,25.053429278569,121.08920776529,25.056354764311
桃園市,樹林後溪至海湖,121.13285064697,25.075104256994,121.13747876189,25.076524586093
桃園市,圳股頭段,121.19550032125,25.099319438798,121.19935271052,25.102103700851
桃園市,竹圍段,121.24407416002,25.116793787604,121.24636173248,25.118204275961
桃園市,內海許厝港段,121.18220561071,25.092113793974,121.18677907912,25.093760772836
桃園市,沙崙段,121.20769500732,25.105031039527,121.20859105882,25.106426784883
桃園市,永安漁港北岸第1段,121.01949657229,24.996845329284,121.02173269443,25.000841038753
桃園市,永安漁港南岸第3段,121.00365192182,24.961974232672,121.00693863347,24.965148789903
桃園市,富林溪至樹林後溪,121.13058781578,25.074751401738,121.13233566284,25.075026515563
屏東縣,枋山鄉枋山村海灘,120.65082669254,22.26479419401,120.65125584598,22.268630554414
屏東縣,萬里桐沙灘,120.7036113739,21.995620027657,120.70620775223,21.996614815246
屏東縣,新園鄉共和村海灘,120.4463473346,22.469968987066,120.45074668191,22.471885240469
屏東縣,枋山鄉加祿村會社海灘,120.61889495795,22.327025850017,120.62263071535,22.329909110504
屏東縣,林邊鄉水利村海灘,120.48957000605,22.424534838035,120.49389492946,22.426589745414
屏東縣,大庄村海岸,120.56309803772,22.384364994133,120.56712985039,22.386881667818
屏東縣,南福村厚石沙灘,120.37273406982,22.333205920811,120.37274975674,22.333230877182
屏東縣,屏東縣東港鎮鎮海公園海灘,120.44404165139,22.453895238679,120.44723629947,22.457297329308
屏東縣,杉板海灘,120.36204814911,22.340906780519,120.3620494157,22.340929348951
屏東縣,滿洲鄉九棚港仔海灘,120.88557243326,22.128040826367,120.88557243347,22.13255638226
屏東縣,花瓶石海灘,120.38264158098,22.353925823195,120.3831410408,22.354423567819
屏東縣,肚仔坪海灘,120.36342144012,22.348924749439,120.36346942155,22.348979856606
屏東縣,佳冬鄉燄溫村海灘,120.51929056642,22.415095152839,120.52040636537,22.419372498028
屏東縣,小灣沙灘,120.80349683762,21.940378481291,120.80608248711,21.94144331781
屏東縣,大福澳仔海灘,120.36608408461,22.325201712497,120.36614656448,22.325266445032
屏東縣,漁埕尾海灘,120.38750502632,22.342796161414,120.38972854614,22.346741684783
屏東縣,佳冬鄉塭豐村海灘,120.52747289685,22.405764445396,120.52950441835,22.406607869487
屏東縣,枋寮村海岸,120.59018611908,22.364145713241,120.59273958206,22.367122239227
屏東縣,保生村海岸,120.59235334396,22.358668739199,120.59544324875,22.362042263178
屏東縣,滿洲鄉港口海灘,120.84394574161,21.979130960555,120.84397857638,21.980379653705
屏東縣,新龍海岸,120.58296561241,22.373307553732,120.58305021736,22.373362815475
屏東縣,蛤板海灘,120.35977363586,22.334297563391,120.35984202206,22.334383699429
屏東縣,枋山鄉楓港村海灘,120.68474476188,22.205179276248,120.68643629551,22.209393490783
屏東縣,車城鄉海口村海灘,120.7055182173,22.086406251729,120.71005025835,22.087958127647
屏東縣,林邊鄉崎峰村海灘,120.50343066426,22.416804328277,120.50744975262,22.41933946825
屏東縣,枋山鄉枋山村成功海灘,120.65219998355,22.249179632045,120.65615017872,22.251790549523
屏東縣,牡丹鄉旭海村海灘,120.89195240429,22.176446000482,120.89321735798,22.180805424243
屏東縣,中澳海灘,120.38395643234,22.351447276174,120.38682022651,22.354402106572
屏東縣,枋山鄉嘉和社區沙灘,120.62928840092,22.316826813499,120.63249828259,22.320213822851
嘉義縣,好美里海灘,120.12572044296,23.355433900628,120.12834048761,23.359238338225
嘉義縣,好美里海岸防風林道,120.13739189847,23.362021924266,120.13970494266,23.365999439185
嘉義縣,東石橋畔出海口,120.17670470547,23.461186487193,120.17892956729,23.464767417218
嘉義縣,東石漁人碼頭海岸,120.13545542954,23.449253024325,120.13767410596,23.451599498055
嘉義縣,鰲鼓海埔地海堤,120.12053572237,23.489230464013,120.12373110076,23.492350767184
嘉義縣,型厝寮漁港,120.14683175808,23.473822213136,120.14824420213,23.475416435912
嘉義縣,網寮漁港,120.1515872106,23.443953290614,120.15446782108,23.447602523084
嘉義縣,塭港漁港,120.14234319329,23.467922642179,120.1437819948,23.469000268974
嘉義縣,新厝海堤,120.15663706329,23.385798758618,120.15919804573,23.388243108761
嘉義縣,東石港南北岸,120.14021826688,23.458511080832,120.14489710329,23.45983394137
嘉義縣,好美里海堤,120.11957513863,23.345112406884,120.12180130231,23.349132060057
嘉義縣,白水湖漁港,120.14948874711,23.419630574106,120.15020957629,23.42341251558
連江縣,馬港海灘,119.91659760475,26.157826238615,119.91767585278,26.1593814768
連江縣,澳仔沙灘,119.99316394329,26.23404540012,119.99332487583,26.234526585204
連江縣,田沃港沙灘,119.94392395019,25.980996175017,119.94444966316,25.981859361167
連江縣,牛角澳口海灘,119.9528503418,26.164210768469,119.95410561562,26.164827054514
連江縣,猛澳沙灘,119.96572494507,25.958290657672,119.96817648411,25.959240827703
連江縣,大澳裡沙灘,119.99341070652,26.235272418149,119.99357700348,26.235753598155
連江縣,馬鼻灣沙灘,119.99769151211,26.221415183598,120.00064194202,26.22265677189
連江縣,北澳口海灘,120.48862695694,26.370613826609,120.4892706871,26.370983903034
連江縣,青帆沙灘,119.93052363396,25.971711299135,119.93114054203,25.971884915035
連江縣,鐵板沙灘,119.92335140705,26.141116954131,119.92430627346,26.142027117972
連江縣,津沙海灘,119.91229534149,26.145041684036,119.91319656372,26.14551842138
連江縣,后沃沙灘,120.00315785408,26.222122601807,120.00705778599,26.222931074493
連江縣,塘后沙灘,120.00437021256,26.222780288353,120.00551819801,26.222871722529
連江縣,清水濕地,119.93580758572,26.15423900027,119.93728280067,26.154311227634
連江縣,科蹄澳沙灘,119.9171179533,26.16244855759,119.91763293743,26.163079297331
連江縣,梅石澳口沙灘,119.93666052818,26.14563880929,119.93741691112,26.14605775825
連江縣,坤坵沙灘,119.92429554462,25.978247439467,119.92498219013,25.979187803597
連江縣,菜浦澳礫灘,119.94628429413,25.976950206863,119.94653642178,25.97809794499
金門縣,馬山段,118.41483882988,24.524446093076,118.41652393341,24.526685828808
金門縣,西園抗日紀念碑段,118.39779138565,24.510950510938,118.39793787022,24.510966749129
金門縣,貴山段,118.21955946606,24.426266174289,118.22437047958,24.426871822492
